id,name,rating,posts,likes,comments,r_shares,r_comments,r_likes,r_commentLikes
10154047751491445,Anssi Nurmi,281,0,137,2,0,0,0,1
10101621629254156,Darren Hillie,955,0,471,4,0,0,0,1
838207676259076,Darius Jäger,1564,9,50,52,33,107,354,102
10208097565335875,Emilie Svensson,18,0,9,0,0,0,0,0
771019089699495,Hannah Katharina,10,0,5,0,0,0,0,0
1146281498737652,Dalton Hurley,192,1,48,6,0,15,11,6
10153524406371409,Nate Stalinski,333,1,11,1,0,9,138,0
989932384392469,Scott Mclachlan,164,6,2,8,0,7,40,5
1747622825513734,Abdoulaye Blondin Djiba,464,0,211,10,0,0,0,12
221724031530865,David Aleksander Juric,54,0,27,0,0,0,0,0
857002237741934,Tom Theile,243,0,118,2,0,0,0,1
10207758664981201,Michael Truitt,227,0,110,2,0,0,0,1
1202552049756135,Steve Truong,106,0,53,0,0,0,0,0
1081021718625643,Eric Flores,1558,11,183,131,5,52,185,198
1232466846768900,Anthony Huynh,1303,3,601,3,0,0,38,1
1792216557673777,Banele Mgwaba,250,5,7,4,0,6,89,3
10207654317968727,Ollie Addis,1008,5,36,33,0,28,353,22
10206030962317913,Sean Newsham,1098,2,91,8,0,28,395,8
917997684954617,Awadi Abdella Shenu,2878,5,1267,15,0,47,62,9
10156343087890424,Eirik Thingstad Lundstein,1608,5,312,83,2,86,161,122
782689311845804,Andre Larsen Nygaard,14259,53,722,1310,54,720,2603,1038
807455449377273,Matthew Birch,452,0,221,3,0,0,0,1
10156940196255713,Paul Andre Hasund,114,0,54,2,0,0,0,0
10208383072710277,Ørjan Rasmussen,2405,13,67,59,12,226,601,101
1712102125684476,Ole Christian Knudsen,20,0,8,1,0,0,0,1
948207321914569,Dinok Amundsen,523,3,121,29,0,21,30,56
10205325652167584,Itzik Vazana,115,0,54,2,0,0,0,1
10206411055294976,Nate Schrier,1296,2,614,16,0,0,0,10
10153654565488224,Alexander Jeurissen,1681,9,82,203,0,135,60,338
913958298701518,Avaree Warrick,490,4,91,35,0,24,39,33
1027539077282154,Filip Enrique Hrnjez,2938,14,756,159,1,98,243,95
1715118902037698,Sun Wukong,160,0,80,0,0,0,0,0
10205781894136394,Or Hadad,54,0,24,2,0,0,0,0
1080084298710667,Panaiot съм,173,0,83,2,0,0,0,1
10153377922263837,Aubrey Tyrone Murdaugh,68,0,32,1,0,0,0,1
10209716490007105,Laetitia Blanco,102,0,51,0,0,0,0,0
1766857180214482,Adam Boyka,263,0,91,24,0,0,0,9
1274177392611948,Airton Bruno,14,0,7,0,0,0,0,0
596524243847672,Laura Raisa,178,0,89,0,0,0,0,0
1359730414052393,Nyko Spyna,185,0,90,1,0,0,0,2
727877124009462,Francesco Mucedola,276,0,123,9,0,0,0,3
10154235530008765,Aramis Scherer,160,2,46,8,0,1,4,23
1044446362287583,Frasetiyo Akbar Bimantara,202,0,97,2,0,0,0,2
1702219746715589,오현수,20,0,10,0,0,0,0,0
779769782167861,Ivan Kočan,819,10,110,23,0,56,149,14
1098929253458793,Chris Lighteningfoot Duong,960,2,421,18,0,0,17,20
998314293595897,Yeferson Lee,1244,0,617,3,0,0,0,1
1131623173556656,Chonlaphom Thaiyanto,256,0,121,3,0,0,0,5
1042262995817053,Star Lord,63,0,28,2,0,0,0,1
1693850587522507,Sami Ciner,28,0,14,0,0,0,0,0
10208715314425460,Felicia Konold,16,0,6,1,0,0,0,1
1844640842429420,Andrew Craig III,208,0,100,2,0,0,0,2
1042641732441022,Diego Go Ponce Valerio,528,3,141,32,0,17,34,16
643434985796341,Lenin Lugo,187,2,24,20,0,1,29,8
706986199445870,QuocBao Pham,16,0,2,3,0,0,0,3
10209580874822514,Jacob Arnold,471,1,112,50,0,2,18,50
10103426674533652,Siawn Ou,148,0,74,0,0,0,0,0
10154445734242316,Jean Cohiba,3502,7,662,52,0,135,768,46
10206560423786100,Jordan Rasta Monk Moody,6992,110,236,32,7,282,2492,16
10208856712916593,Liam Dunning,354,0,167,4,0,0,0,8
10209091668278822,Kendrick Choo,1590,0,795,0,0,0,0,0
10153732347697479,Bradley Salter,33,0,15,1,0,0,0,0
825830404189226,Tony Popp,168,1,25,3,0,27,11,1
10208149884492540,Daniele Friolo,504,4,163,9,0,9,49,6
10153501615792252,Dylan Smith,521,1,152,16,0,14,44,34
1218562504821417,Talkeen Pandor,1270,6,377,54,0,32,62,104
10209305052292693,Bjarne Risbjerg Nielsen,1788,6,515,58,0,14,230,52
10209118439826439,Jeffrey Soeropaiman,9821,75,400,56,2,350,3674,72
1107357465970061,Aaron Pleasant,784,4,308,18,0,13,21,13
839140519534329,Luis David Artola Chavarria,995,0,492,3,0,0,0,2
1675793159354230,Clarkdale Clarkington,1110,3,438,48,0,2,14,41
805145339617200,Alex Riggs,1554,0,773,2,0,0,0,2
10154846221634782,Khang Vu,117,0,49,4,0,0,0,7
10207957337587464,Carlton Morris,320,0,160,0,0,0,0,0
10206468530369023,Andrés Fallas,1084,6,120,12,0,48,312,10
1276118335739483,Colton Welch,952,3,376,29,0,27,4,9
10153599408861973,Martin Wan,1122,6,21,16,1,93,324,71
10206138031604326,Gabriele Manni,521,0,254,3,0,0,0,4
10154773873368508,Peter Rulon-Miller,2996,18,538,159,7,134,245,433
975456995842080,Tommy Case,38712,76,85,872,260,2065,12255,3801
10153474609514149,Alex Hunter,8139,18,628,260,23,334,1808,1303
10207999248928646,Mason Rowley,202,0,20,46,0,0,0,24
480059662196981,Gaston Malondra,5752,33,1221,305,23,208,605,304
10209415666371884,Ricardo Andres Saavedra Yañez,306,0,127,15,0,0,0,7
595863517232391,Aidan Considine,285,2,30,3,0,10,87,2
10153889904500218,Patrick Humphries,1392,12,182,90,2,129,89,125
10207905980121309,Mitch Harden,20,0,10,0,0,0,0,0
10153573419646395,Mateo Ortiz,74,0,37,0,0,0,0,0
1298465806836431,Morgan Haymer,714,4,91,12,0,32,185,10
1149770028380174,Arturo Jose Clavell,4599,17,1944,101,0,50,32,109
773210582806853,Jonas Gründer,191,0,92,2,0,0,0,1
965813433476217,Isaia Gonzalez,9300,17,3553,227,9,120,423,186
592434570912460,Michal Buřič,1663,3,710,15,1,18,55,15
1073706656034346,Stefan Schleise,626,0,266,23,0,0,0,25
753532758080621,Guilherme Silva,2328,20,138,33,0,116,744,17
1259110204117804,David Fisher,36,0,18,0,0,0,0,0
1670666766527046,Marck Oosterom,113,0,52,3,0,0,0,0
581237532034602,Denis Norm,16,0,8,0,0,0,0,0
10153217646435079,William Stålnert,2368,4,291,384,0,11,13,555
10209166496468075,Jordi De Meyer,304,1,130,3,0,2,10,4
700726050070038,Alex Solis,3324,13,967,129,3,83,248,181
278256029172457,Raymax Silva,16,0,8,0,0,0,0,0
528308433991128,Patrick Gordon,1374,0,687,0,0,0,0,0
1030436617029087,Patrick Nijman,549,4,251,3,0,2,5,2
10156213807415144,Andrew Kevin Marajh,1049,2,406,43,0,8,13,48
10205060357422255,Oscar Uthus,513,5,67,15,2,10,129,13
1707817349430184,Iqbal Petra Agryan,750,0,375,0,0,0,0,0
844465165663882,Elmeri Niiles,27,0,10,2,0,0,0,1
956135044500082,Lele Omnislash,1810,4,782,18,0,3,76,11
960158294101410,Byoung Beom  Lee,233,1,57,5,0,3,44,2
1167026060004295,Stav Teselpapach,16,0,8,0,0,0,0,0
543629252484307,Parker Krueger,22,0,4,3,0,0,0,5
10204507278361594,Bailey Payne,4125,10,114,71,2,122,1447,366
977560555626512,Patryk Marczykowski,2146,8,589,37,28,41,262,58
10206334487028859,Mario Alberto Huerta Gonzalez,1974,25,339,32,2,77,406,24
10209281987787614,Omar Zaki,1411,12,77,34,7,69,408,44
1046276345438661,Rafał Żółciński,450,0,206,11,0,0,0,5
532033556979541,엄상욱,115,0,56,1,0,0,0,0
10154197413032164,Lasse Smed Vels Jensen,1490,1,517,83,0,2,7,182
1045863565432852,Reece Smee,5532,46,64,52,0,243,2116,57
10204789359808848,Mathieu Williams,161,0,78,1,0,0,0,2
1067354643336765,배 진호,332,0,146,10,0,0,0,10
994091733962037,Devin Peterman,1336,6,144,22,7,49,370,37
1097651433624420,Hải Doãn,120,0,33,17,0,0,0,3
725750477567044,Chris Tricks,2071,17,102,38,2,162,563,48
10153566491378811,Tim Farley,22310,37,178,841,46,1284,4219,6772
1366232930069492,Ethan Crow,71,0,31,2,0,0,0,3
10207901977450994,Leyton Ross,169,0,80,2,0,0,0,3
742661195869269,Juan Cruz Parets Poggio,2991,16,213,299,0,125,470,273
1029708790411221,Ryan Posipanka,5666,18,84,51,87,186,2095,159
10153713560228710,John Franks,13792,104,595,507,45,936,3180,1213
10207883386315381,Steven French,5015,27,181,485,24,505,443,566
971177102967959,Daniel Teixeira,630,10,91,25,1,30,102,25
10208490889405379,Daniel Gerrald,201,0,44,33,0,0,0,14
10209145659823608,Mitch Geddis,2114,15,33,209,0,189,208,363
10201553090506571,Zhenya Zäta Zedzman,142,0,56,7,0,0,0,9
10208512182699411,Frederic NarushimaOsu Pires,144,0,53,11,0,0,0,5
1151470328239024,Bjarne Bakk,1701,9,636,13,0,19,141,6
10207864499743123,Mohammad Alsobahi,258,1,105,10,0,0,2,9
10156587905690725,Kelly Tse,188,1,71,10,0,0,2,7
566364380201121,Alexander Nilsson,712,0,131,84,0,0,0,198
595296127291527,김래영,125,1,51,0,0,2,6,0
10207890935292279,Guido Grens,158,1,26,6,0,1,30,20
991134790983607,Joseph Moline,1186,6,140,77,0,27,217,130
863830820410816,곽진영,18,0,9,0,0,0,0,0
1144652172246020,Chris Uhrig,21,0,8,1,0,0,0,2
10205804172775273,Eric Mitchell,229,2,17,16,0,3,51,26
880856602037780,Liam Heyne,2,0,1,0,0,0,0,0
546942995454198,Hugo Van Roosmalen,3448,10,1171,48,0,65,341,35
876137479161425,Gabriel Dos Santos Silva,338,2,117,18,0,1,11,15
828311450624501,Christo Golegos,971,0,480,2,0,0,0,5
532996600219804,Martin Krueck,6,0,3,0,0,0,0,0
10204466736788853,Jerren Minck,486,4,152,6,2,13,44,9
10206076274442059,Miguel Hernandez,147,2,44,0,0,5,17,0
850803118381437,Mikko Metso,1457,10,63,179,0,47,211,181
1056149274442543,Florian Papär Lightman,1378,9,172,32,0,35,371,46
1687935151480594,Breakerkingz Malik,69,0,19,9,0,0,0,4
605646982933855,Reece Truter,219,1,63,20,0,0,0,28
1295334237148974,Christian Russell,18,0,9,0,0,0,0,0
986054874809971,Med Amin Ouchtati,2,0,1,0,0,0,0,0
982031118499369,Henrik Christoffersen,1405,15,185,56,1,115,204,35
983976121638431,Celi Mo,2,0,1,0,0,0,0,0
989746687743356,Karim Zarfani,2949,8,741,258,10,29,98,330
1104998402856557,Martin TricKing Mingo,1709,5,509,56,1,37,155,73
1180212955340039,Carlos M. Meyer Dávila,2,0,1,0,0,0,0,0
555003521329814,Girmay Abdella,2043,12,191,24,8,113,572,14
1717261125216330,Matt Strange,56,0,24,2,0,0,0,2
10209178934976245,Elad Popeye Yarimi,20,0,5,3,0,0,0,1
10206390582465798,Hadi Abdul Hadi,44,0,22,0,0,0,0,0
1418116951550056,Aaron Mickey Hesse,856,13,62,41,0,104,85,62
1040045542708388,Dano Cuciuffo,6,0,3,0,0,0,0,0
483111478566494,Darek Kaniuczak,16,0,8,0,0,0,0,0
1033854693337782,Calvin Bootsman,396,1,178,2,0,4,1,15
1118264418272180,Maximilian Hoeft,2,0,1,0,0,0,0,0
974029152667060,David Lankri,8128,43,1382,469,15,158,1368,472
10204915630027380,Andrea Giglio,166,2,44,9,0,10,4,3
1740137206204296,Jasper Stoop,260,0,127,2,0,0,0,0
10207853756174178,Kosey Baskin,12,0,4,1,0,0,0,1
262195414116758,김범규,2,0,1,0,0,0,0,0
870928326338418,Тэлмэн Батболд,40,1,9,1,0,0,7,0
10208574939589217,Luke Corrigan,955,5,310,69,0,11,9,52
1716922831898671,Håkon Kalvatn,182,3,51,6,0,5,15,2
10154056229924192,John Dunbar,223,0,103,4,0,0,0,5
1004777619587449,József Varga,42,0,21,0,0,0,0,0
656250447850756,Griffin Obeid,854,3,326,31,0,12,6,46
10204712539013900,Tim Andersson,172,0,86,0,0,0,0,0
976548422435837,Barry McGuire,265,1,67,17,0,12,16,7
675151645958034,Pu Ekstrand,84,0,42,0,0,0,0,0
10153730955882772,Sebastian Sebra Tellström,384,1,123,32,0,1,6,22
10205383765129617,Kamal El,716,1,240,50,0,8,9,39
1176580645686483,Andrew Rose,173,1,20,10,0,17,22,3
10207839499003681,Yoav Yona,531,0,235,7,0,0,0,40
10209409412375379,Riccardo Locatelli,1316,0,628,17,0,0,0,9
10208371894877318,Mario Puglisi,349,0,173,1,0,0,0,0
10154685346200260,Olav Mehlum,1429,2,570,36,0,4,58,43
10153671194044037,Kévin Chineux,92,0,46,0,0,0,0,0
10207763125187587,Ivaney Osorio Gajardo,812,2,374,15,0,0,1,7
10209442177120565,Cédric Bourguignon,1031,4,388,27,0,36,15,16
1773416062886699,Marc Gantenbein,926,1,410,11,0,10,16,6
10205825956878614,Rafał Haker Hara,558,4,175,2,1,13,69,1
422449054629312,Ahmad Ashour,320,1,121,11,0,2,11,12
943039659079091,Avi Mit,41,0,19,1,0,0,0,0
956752437738004,Michi Althammer,62,0,28,1,0,0,0,3
10208169452146156,Bruce Lee Serbin,325,4,57,5,0,26,47,4
1578155502507746,Lê Hiển,40,0,20,0,0,0,0,0
833843780077097,Andrey Freerun,356,1,73,14,0,18,54,1
2448792928491655,Andrius Žilinskas,43,0,4,10,0,0,0,5
10156409034710301,Jonathan Jon Jon Rodrigues,34,0,17,0,0,0,0,0
10153582840773722,Barak Kosinovsky,974,1,392,37,0,8,3,44
832552020175579,Carmelo Flip Andino,147,0,60,7,0,0,0,6
1197614563598526,Yonatan Sasson,80,0,40,0,0,0,0,0
763695890441209,Christian Loeve Nielsen,320,0,124,13,0,0,0,33
1136049966447925,Tobi Koalenzki,323,5,25,2,4,42,49,2
1008968225812713,Michael Pena,720,1,300,21,0,5,4,29
10153158567606615,Eddie WhiteChocolate Gonzalez,3721,8,423,516,0,28,137,929
1524541684521703,Traceur Zied,36,0,18,0,0,0,0,0
1115157611838448,Duy Hải Bùi,351,1,110,2,0,11,41,5
10207813256161146,Leonardo Giusti,878,0,360,41,0,0,0,35
1059689414090250,Mauricio Yubi Arias,135,0,62,3,0,0,0,2
10206080970367963,Zeba Daniel Carrasco,49,1,21,0,0,0,1,0
10156699112555580,Daniel Mah,1304,7,387,38,8,22,105,73
1619123635013641,양희열,2,0,1,0,0,0,0,0
608629195951981,Nam Hải,102,0,51,0,0,0,0,0
203778010003452,Цогбаяр 'Б,2,0,1,0,0,0,0,0
958024384251937,Ernest Yau Qi Herng,781,6,50,18,0,171,39,6
924402600991613,Alexander Anabalon,4,0,2,0,0,0,0,0
10206117964616778,Caleb Sugden,84,0,33,4,0,0,0,6
951900441584185,Marlon Brandoo Oliveira,261,0,125,3,0,0,0,2
981793665239335,Aaron Burgess,308,1,101,10,0,18,7,3
974951319257767,Manuel GyRo Guerra,3458,41,432,204,7,239,368,296
1317396771610074,Bogdan Pascal,1153,13,186,20,0,14,292,30
1699435283667827,MyXist Keanu,56,0,28,0,0,0,0,0
10206961264763321,Johnny Grabowski,6983,36,285,94,24,481,2167,78
1083079958402097,Tòfol Saka,165,0,77,3,0,0,0,2
1121581271237940,William Paterson,246,0,45,33,0,0,0,57
1127436810621640,Wai Kin Yip,36,0,18,0,0,0,0,0
10154030961053419,Chris Napier,9209,25,663,1147,4,238,564,2459
1135710036449032,Johan Azeotrope,2735,7,123,109,0,102,868,85
1133461846705428,Dario Ko,668,16,77,30,3,12,137,22
10207791095153543,Zach Hellriegel,131,1,18,1,0,0,42,3
1143534728991969,Jalen Blackfoot Jeffery,16775,72,737,1710,0,1354,1850,2049
10203147254256507,William Mitchell,218,0,89,8,0,0,0,16
607075139447941,Achraf Sfaxi,285,0,80,35,0,0,0,20
1083475615045667,Jason Vazquez,21,0,1,6,0,0,0,1
771595142963461,Alexandre LeBlanc,54,0,14,7,0,0,0,5
1248977605130550,Lynn Foster,50,0,21,2,0,0,0,2
1259003057462759,Mostafa Rashad,41,0,19,1,0,0,0,0
1071075612913352,Nikolett Barkóczi,148,0,60,8,0,0,0,4
1361808357178032,Aaron Keogh,119,2,14,8,0,8,12,9
1076519519025373,Liam Norbury,9,0,3,1,0,0,0,0
1008550389239633,Steeven Duriot,305,0,104,23,0,0,0,28
1207373912619938,Roman Borovec,40,0,18,1,0,0,0,1
814051282039765,Jose Manueel Candeedo,83,0,22,10,0,0,0,9
10103046932744526,Grant Duong,400,5,39,19,3,33,54,21
10152999413271816,Andy Downie,3166,36,188,306,0,311,265,229
533047916852204,Raithel Martina,231,2,36,7,0,8,50,4
1399161666776791,Rashad Outsidethebox Al-Hassani,248,1,77,15,0,8,8,4
1390196991006567,Benno Pannekoeken,248,0,119,3,0,0,0,1
624629287690831,Khàlil TriCking CherKaoui,184,1,45,25,0,0,0,14
1000805236674905,Alex Durco,6,0,3,0,0,0,0,0
1199405413406946,Cj Green,903,9,103,15,0,115,128,6
242596096090064,Mahmoud Adrèn,106,1,37,1,0,0,12,0
978837625534243,Derrick Pascal,30,0,13,1,0,0,0,1
1211510758873610,Justin Walters,30,0,15,0,0,0,0,0
1703245296599190,Ilya Vtorin,9261,14,382,32,224,308,3202,107
988445561231547,Sean Maawad Traceur,66,0,33,0,0,0,0,0
1710176625905502,Lil'Ccaihe Fédé Roilion,570,1,172,5,0,6,93,2
10206261584446024,Evan Scott Burgess,216,2,78,7,0,2,10,3
10205584793395938,Nachos Nyan Lin Cho,779,0,271,52,0,0,0,81
1754078018141559,Qayyum Abdul,4,0,2,0,0,0,0,0
10204375809794998,Bartłomiej Gerwunio Piaskiewicz,62,0,31,0,0,0,0,0
544240019061741,Dylan Michael,497,0,210,21,0,0,0,14
10204527066856670,Aaron Heng,64,0,27,3,0,0,0,1
990092141105282,Knocker Tricks,24,0,10,1,0,0,0,1
757820624317914,Mati Escalante,24,0,12,0,0,0,0,0
10209372615540257,Felix Audu,21,1,6,0,0,0,2,0
1667678700159381,Nacho Casado,136,0,66,1,0,0,0,1
10155979585275026,Jacob Smart,136,2,47,0,0,2,13,0
591687814318120,Abdou Abdou,586,2,53,13,0,132,15,5
159362097791515,Josiah AppleValley,124,1,31,6,0,3,14,2
10209027095859755,Tomy-lenn LY,3056,8,712,58,0,79,560,61
10205091899731819,林哲緯,89,1,37,1,0,0,2,3
616407078508324,Jan Tañega,170,1,59,0,0,3,19,0
983338358422367,Chris OLiveira,58,0,25,2,0,0,0,2
1215773271767912,Sebastian Klein,643,5,145,11,0,16,119,9
1025769764163063,Felipe Sebastian Cid Pizarro,235,0,116,1,0,0,0,0
919059571542760,Cười Nhạt,1223,1,553,15,0,7,20,6
10209331290378507,Andrea Kato Corkscrew,1522,13,337,38,0,29,272,38
972034069543316,Alexander Andersen,15230,47,150,170,125,662,5775,149
1112437202110764,Puddy Rive,3259,40,79,245,0,306,469,310
520782994761398,Ayoub Arbel,228,1,55,24,0,5,5,16
1613690105558529,Brendan Tran,766,0,381,1,0,0,0,1
10205906122555415,Erik Martins,2673,32,324,112,0,98,573,89
983242308396874,Natalie Ward,816,0,408,0,0,0,0,0
10153380672056780,Angelo Mertoli,587,4,237,25,0,1,1,13
1129292433759374,Nitzan Arnon,449,0,185,18,0,0,0,25
1133914239960251,Zaxk Kazuya,20,0,2,4,0,0,0,4
10205719336318378,Sean Cohen,128,0,49,7,0,0,0,9
10153977880794940,Adam Bobert,1037,2,391,23,0,8,56,40
476219642567202,Jerome Immler,16,0,8,0,0,0,0,0
548236855327804,Ryan Carter,976,6,194,18,0,58,157,16
10156703925610543,Yonathan Yetemegn,1206,0,586,7,0,0,0,13
1022951644466558,FreeRun James,1665,8,628,24,0,9,132,6
877404049071428,한승운,1132,0,558,4,0,0,0,4
10206759144204706,Matias Espino,170,0,80,3,0,0,0,1
910194802412743,Adan Jimenez,289,0,138,4,0,0,0,1
537498343086396,Jake Smith,2445,10,286,82,4,93,532,218
980625851979823,Marcus Patterson,750,5,126,3,1,15,204,7
10154880380766164,Nevin Oye,4898,26,822,346,0,185,657,217
887415918024409,Danilo Morais,346,0,157,9,0,0,0,5
1158865927458878,Nick Fry,8004,17,410,334,57,207,1790,1668
10209053230230298,Juan Román,250,0,125,0,0,0,0,0
10154083882239699,Zachary Prim,730,0,365,0,0,0,0,0
1133369870092554,Gabry Pk Franco,88,0,44,0,0,0,0,0
1037013876369923,Valentin Panichev,5360,28,156,15,67,169,2038,12
1558274607836281,Ömer Baysoy,100,0,48,1,0,0,0,1
10154184722962268,Ebubekir Erenoğlu,287,5,8,5,0,20,83,5
1129005563806004,Cecilia Stewart,2,0,1,0,0,0,0,0
1085640264821208,Jacek Witkowski,160,1,21,11,0,18,10,6
1551263585167483,Ilho Cho,680,6,86,27,6,20,146,21
261946220806624,川邊一生,890,11,49,0,6,15,334,0
1685414215044008,Reiji Takahashi,691,1,300,5,5,1,22,4
447222335484200,Joss Marin,38,0,19,0,0,0,0,0
1704314569847655,Billy Mclawrence,48,0,11,7,0,0,0,5
1190540577647234,Danny Kenniphaas,359,4,17,15,7,10,92,18
10205374895671877,Donae Willis,2,0,1,0,0,0,0,0
1174995642512920,Jacob Ellis,710,3,38,7,0,12,279,4
10206006789791022,Emmanuel Gichuhi Kamau,439,9,43,9,1,9,121,8
967466103292304,Declan Lewis,2,0,1,0,0,0,0,0
1721463828068427,Luis Friend Zone,86,0,43,0,0,0,0,0
976804195748215,Эдвин К.,69,0,25,5,0,0,0,4
10205606581193104,Karric Clato-day,4819,26,176,86,0,248,1620,95
10205210263116409,Max Duane Shellum,2071,6,573,56,0,59,244,62
562200937281861,Brandyn Davis,1640,15,57,68,0,115,426,50
10209148213646900,Liam Michael Dillon,186,2,27,3,0,19,28,0
975403719182296,Ivan Kolpikov,1990,13,239,287,3,31,82,317
1749420081940490,Lucas Eyheramonho,63,0,27,3,0,0,0,0
1698531437030341,Elija Zur,8,0,4,0,0,0,0,0
967939313254732,Faiz Khan,1179,5,217,82,0,30,156,72
224501701250569,Ali M'hedhbi,6,0,3,0,0,0,0,0
1650378975176543,Robbie Roe,684,0,328,8,0,0,0,4
825302267613106,Ferdi Purnama,64,0,32,0,0,0,0,0
1706404096303653,Känjëng SuŁtän Łëë Sävëriõ,316,1,131,8,0,0,12,1
1116942074983655,Dominik Bednář,3169,33,588,178,8,247,111,299
1552399595059882,Maarten Cop,1057,12,344,26,1,15,79,24
1134135859945447,Dan Rosenberg,416,0,185,13,0,0,0,7
950760788304958,Leonard Asvadi,413,3,60,10,0,27,81,5
10204040266845801,Evan Givens,618,1,126,2,0,23,143,0
10156687433990262,Mandy Parker,364,1,78,5,0,10,73,12
593873220770339,ธีรพัฒน์ อิศรางกูรณอยุธยา,313,0,155,1,0,0,0,0
1708668826078150,Nhật San,2,0,1,0,0,0,0,0
951275531628566,Gerald Earl Gillum,2,0,1,0,0,0,0,0
938339356264675,Forward Wang,68,0,31,2,0,0,0,0
780429622056535,Joe Zitricki,1554,9,168,32,2,135,326,12
631854676968796,Peter Braun,1079,3,395,16,0,44,44,6
755472447886758,David Lucas,116,0,55,2,0,0,0,0
1154093631321921,Jose Ballardo Artola Chbarria,377,0,178,6,0,0,0,3
10208435726787147,Nicolas Esteban Carroza,742,1,299,31,0,11,1,11
10154221444843900,Brian Fitzgerald,493,6,30,23,0,12,138,22
1074351455956495,Peter Mlcu,616,1,35,23,8,61,115,27
789750477818174,Oat Freerunning,20,0,10,0,0,0,0,0
1175088165836868,Christian Anderson,169,0,83,1,0,0,0,0
1709318229353280,Jack Feighery,35,1,14,0,0,0,1,0
937255969683702,Albert Korzycki,70,0,33,1,0,0,0,1
1585867088394117,Alex Poggi,2300,23,255,56,2,146,522,17
1533767240260373,Casey Robello,71,1,25,1,0,1,5,0
10154038942412910,Joe Chapman,261,1,10,1,0,35,64,0
1273292292697269,Tony Roth,329,0,120,18,0,0,0,35
971439979629821,Kevin VanAert,162,0,81,0,0,0,0,0
1032150096878088,Ludvig Klingen,564,0,282,0,0,0,0,0
897301527031877,Peter Chicchetti,18,0,9,0,0,0,0,0
874877962633292,Yassine Gharbi,2,0,1,0,0,0,0,0
10206197368279593,Paul Lofferon,55,1,20,2,0,0,2,0
1110180952378449,Jonathan Benitez,22,0,11,0,0,0,0,0
10207382927705075,Martin Mathisen,75,0,24,7,0,0,0,6
958945704154378,Robert Broyles,375,2,146,13,0,1,11,9
1198356503549499,Christian Villa,88,0,44,0,0,0,0,0
1643940035848526,Ricardo Leoz,617,6,252,15,0,1,14,7
1113764788645684,Alfie Walker,126,0,63,0,0,0,0,0
10209541111504112,Carlos Diaz,1199,4,100,14,129,24,170,9
1130100233708413,Valdi Valdi,258,2,103,1,0,1,18,0
1029625000451657,Niklas Brinkmann,282,0,134,2,0,0,0,8
918879708210193,Ingun Yoo,1182,4,26,5,35,40,414,7
10209542385822375,John Reeve,68,0,34,0,0,0,0,0
1102745313125785,Louisa Saidi,161,0,77,2,0,0,0,1
1181321618545566,Brian Ritenour,96,0,48,0,0,0,0,0
570190859822239,Evan Ouk,615,1,169,10,0,67,18,5
10156754361780282,Oliver Bonnington,645,3,143,7,0,8,149,1
851756294951545,Sid Beat,32,0,16,0,0,0,0,0
962474273821251,Byron Chivers,704,1,300,11,0,4,23,8
10100369929999574,Paul Drechsler-Martell,32,0,16,0,0,0,0,0
987071578018593,Spencer L. Early,21,0,9,1,0,0,0,0
189332544766998,Mono Cromo,158,6,37,5,0,1,17,2
1095022920518014,Justin OldAccount Perrin,173,0,83,2,0,0,0,1
10153528325673230,James Evans-Collins,2,0,1,0,0,0,0,0
831968093597376,Jake Moon,6,0,3,0,0,0,0,0
1140018649375996,Cyril Stod Pichet,168,0,35,18,0,0,0,44
10209798808031385,Simon Sattmann Johansen,75,0,3,13,0,0,0,30
10207436684372577,Daves Vid,28,0,0,7,0,0,0,7
1661244257472154,Martynas,2244,18,865,75,0,31,35,36
1082877281754428,Lars-Martin Harsvik,85,0,39,2,0,0,0,1
995675353846599,Jaroslav Býbák Novák,617,7,25,70,0,64,42,46
882985618477874,Daisuke  Takahashi,8938,30,204,30,104,230,3579,26
919284784821747,Robbe Harteel,686,4,99,16,2,56,119,6
10154037014336866,Adam Dilke-Wing,5110,15,340,662,0,243,115,1410
10207470964468372,Rabie Abdelrhafor,316,28,11,2,0,4,66,4
1020664601337287,Felix Gehrke,95,1,38,2,0,2,0,2
1148017335223294,Patrick Flipz Olesen,540,1,195,16,0,4,35,15
841571882632721,Badr ZoOm,203,0,94,4,0,0,0,3
1701149513495004,Zouhair D'pk,22,0,11,0,0,0,0,0
1717788601807629,Aléx Jalîl,3,0,0,1,0,0,0,0
10209152849607264,Sascha Cionn Hauser,516,11,2,6,0,17,192,4
1105332206185708,Jonas Gbolahan,1554,5,547,46,0,28,88,37
1282626928418555,Brody Kitta Welch,244,0,90,18,0,0,0,10
10208830806225508,Roland Swietli,4,0,2,0,0,0,0,0
10207224861075388,Joel Chong,38,0,19,0,0,0,0,0
667655440043115,Joannez Jayy J,248,0,124,0,0,0,0,0
1051693028198090,Lukas Lassooy,405,9,12,8,4,30,100,6
566793423480930,Youssef Ini,6,0,1,1,0,0,0,1
1118637821543975,Melker Fälting,81,0,29,6,0,0,0,5
1699132320366541,Dahoume Hossam,154,0,77,0,0,0,0,0
1028996933843290,Geovanny FG,44,0,22,0,0,0,0,0
10204318721006685,Omar Eigo,104,0,52,0,0,0,0,0
1010313689057380,Luis Angel Torres Arreola,26,0,11,1,0,0,0,1
1010462745696133,Alexis Garcia,35,0,8,4,0,0,0,7
1177624068921915,Naatan Seeba,1813,3,686,98,0,3,9,105
